player_id,ROLE_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,TOV_mean,FG3M_mean,FGM_mean,FGA_mean,FTM_mean,FTA_mean,FG%_mean,FT%_mean,games_played_mean,ROLE_ci_lo,ROLE_ci_hi,PTS_ci_lo,PTS_ci_hi,REB_ci_lo,REB_ci_hi,AST_ci_lo,AST_ci_hi,STL_ci_lo,STL_ci_hi,BLK_ci_lo,BLK_ci_hi,TOV_ci_lo,TOV_ci_hi,FG3M_ci_lo,FG3M_ci_hi,FGM_ci_lo,FGM_ci_hi,FGA_ci_lo,FGA_ci_hi,FTM_ci_lo,FTM_ci_hi,FTA_ci_lo,FTA_ci_hi,FG%_ci_lo,FG%_ci_hi,FT%_ci_lo,FT%_ci_hi,games_played_ci_lo,games_played_ci_hi
achiupr01,48.42719512195123,26.507121951219514,19.55808536585366,4.009463414634147,2.715829268292683,2.560292682926829,3.0422682926829276,1.299439024390244,11.023036585365855,21.41487804878049,3.3300365853658542,5.796426829268293,0.5149273707606802,0.5746974535491631,65.812,41.57317073170732,55.487804878048784,21.37987804878049,31.88841463414634,16.09146341463415,23.00609756097561,3.1158536585365857,5.036585365853659,2.00609756097561,3.3740853658536567,1.9634146341463417,3.2012195121951224,2.347560975609756,3.7582317073170715,0.9390243902439025,1.707317073170732,8.40640243902439,13.534756097560972,17.583231707317072,25.526524390243903,2.345426829268293,4.355792682926827,4.481707317073171,7.085365853658537,0.44647871171791065,0.5884710856519367,0.4552170229405631,0.6915302782324059,60.0,71.0
adamsst01,29.963158536585368,11.945756097560977,17.018536585365855,3.3572682926829276,1.4590731707317075,1.584390243902439,2.615439024390244,0.0,4.661743902439024,8.769890243902438,2.6893658536585368,5.23190243902439,0.531360023902903,0.514306995998405,45.964,24.026219512195123,35.99237804878048,8.963414634146343,15.067073170731708,13.317073170731708,21.085365853658537,2.3902439024390247,4.353658536585366,1.024390243902439,2.00609756097561,1.1097560975609757,2.0914634146341466,1.9207317073170733,3.3740853658536567,0.0,0.0,3.2865853658536586,6.148475609756096,6.701219512195123,10.971646341463414,1.7500000000000002,3.7155487804878033,3.796646341463415,6.7439024390243905,0.4340493843505892,0.6374332848131975,0.38704018109790606,0.6300312996356161,39.0,53.0
adebaba01,98.98802439024391,60.85680487804879,30.899109756097562,11.66789024390244,4.09209756097561,2.799829268292683,6.539621951219513,3.9176951219512195,22.395048780487805,46.50782926829268,13.098280487804882,17.40780487804878,0.4814093074820388,0.7523859251926603,72.872,89.50396341463416,107.77439024390245,53.01219512195122,69.20182926829267,27.314939024390245,34.449390243902435,9.689024390243903,13.445121951219512,3.2844512195121953,4.951219512195122,2.176829268292683,3.457317073170732,5.463414634146342,7.725609756097562,3.030487804878049,4.823170731707317,19.290548780487804,25.784756097560972,40.9329268292683,51.518292682926834,10.666463414634148,15.581402439024389,14.467378048780489,20.445121951219512,0.44045288491808293,0.5197739594655862,0.6945672426555043,0.8127974834168818,67.0,77.0
agbajoc01,28.139231707317077,19.002865853658534,7.429390243902439,3.028524390243903,1.7570853658536587,1.3225731707317072,2.102048780487805,2.9134512195121953,7.200182926829268,15.663780487804882,1.7842317073170735,2.693207317073171,0.4596111140294595,0.6631432515919963,64.974,23.516158536585365,33.079268292682926,14.93689024390244,23.520426829268292,5.717378048780488,9.264329268292682,2.345426829268293,3.8414634146341466,1.2378048780487805,2.3070121951219495,0.8963414634146342,1.7926829268292683,1.5365853658536586,2.774390243902439,2.1320121951219515,3.75609756097561,5.375914634146342,9.304878048780488,12.418597560975611,19.719512195121954,1.1951219512195124,2.3902439024390247,1.9634146341463417,3.457317073170732,0.38038323318015793,0.541688596491228,0.5253820505696027,0.7968961148648649,59.0,71.0
aldamsa01,52.640341463414636,32.05385365853659,15.993121951219512,6.959024390243903,2.291219512195122,2.018646341463415,3.1891829268292686,4.635792682926829,12.057073170731709,25.46668292682927,3.4609878048780494,5.503963414634146,0.4731071042905894,0.6286998976779443,57.922,45.15853658536586,60.35365853658537,26.367378048780488,38.24603658536586,13.317073170731708,19.07926829268293,5.50609756097561,8.49390243902439,1.7500000000000002,2.9024390243902443,1.4939024390243902,2.563109756097559,2.4307926829268296,4.01219512195122,3.5853658536585367,5.719512195121951,9.644207317073171,14.896341463414634,21.469512195121954,29.79695121951219,2.475609756097561,4.439024390243903,4.310975609756098,6.829268292682928,0.4191524979238603,0.5260042773390763,0.512175917034761,0.7447195357833655,51.0,64.0
alexani01,74.65670731707317,49.26523170731708,11.874219512195122,11.749756097560976,3.7672804878048782,2.240939024390244,5.891268292682928,8.559548780487805,16.99796341463415,37.62337804878049,6.966536585365854,8.708341463414635,0.45174461607932115,0.799848569047971,75.918,67.13170731707316,82.425,41.77378048780488,56.68932926829268,10.071036585365855,13.703353658536585,10.03048780487805,13.57530487804878,3.071036585365854,4.481707317073171,1.747865853658537,2.7765243902439005,4.906402439024391,6.959451219512194,7.170731707317073,10.03048780487805,14.083231707317074,20.445121951219512,32.389939024390245,42.90487804878048,5.463414634146342,8.581402439024389,6.871951219512195,10.457317073170733,0.4047114780323373,0.5060656462268539,0.7317490118577075,0.8638611604904508,72.0,79.0
allengr01,58.924207317073176,40.343475609756105,10.114658536585365,9.197829268292685,3.3498414634146343,1.2847560975609755,4.199573170731708,8.329829268292684,12.987731707317074,29.888804878048784,6.215487804878049,7.759756097560976,0.43426990693255635,0.8011173319297065,61.812,50.70518292682927,66.9375,33.37804878048781,47.384451219512194,8.278353658536586,12.03871951219512,7.510060975609757,11.014329268292682,2.603658536585366,4.099695121951218,0.8963414634146342,1.6646341463414636,3.369817073170732,5.124085365853657,6.739634146341464,10.117987804878048,10.286585365853659,15.882317073170729,24.92469512195122,34.87621951219512,4.865853658536586,7.815243902439021,6.103658536585367,9.689024390243903,0.3799103830736631,0.48684620174346205,0.7255472170106316,0.8724539815926371,55.0,68.0
allenja01,68.0824268292683,45.13087804878049,28.459780487804878,6.258597560975611,3.001292682926829,3.1434268292682925,4.191207317073171,0.0,18.02687804878049,27.69080487804878,8.943353658536585,12.787036585365856,0.6510105887073513,0.699499833784476,69.134,60.73567073170732,75.63414634146342,38.87774390243903,52.290853658536584,24.28018292682927,32.739939024390246,5.205182926829269,7.426829268292684,2.3902439024390247,3.6707317073170733,2.5588414634146344,3.7155487804878033,3.457317073170732,4.953353658536583,0.0,0.0,15.062804878048782,20.9701219512195,23.729573170731708,31.544817073170734,7.0426829268292686,10.926829268292684,10.115853658536587,15.410670731707317,0.5983776518453938,0.7031053273192733,0.6286851699610394,0.7735121874010763,64.0,74.0
alvarjo01,39.68880487804878,21.470621951219513,6.3567682926829265,8.661902439024391,3.053792682926829,0.6949634146341463,3.2558536585365854,4.349731707317073,7.526109756097561,18.480170731707318,2.1489146341463417,3.1899512195121953,0.4073447520588534,0.6722181110891188,61.934,33.20518292682927,46.01219512195122,16.945121951219512,26.121951219512198,4.9939024390243905,7.855792682926828,6.7439024390243905,10.628048780487806,2.304878048780488,3.75609756097561,0.426829268292683,0.9817073170731708,2.5182926829268295,4.054878048780488,3.414634146341464,5.2926829268292686,5.632012195121952,9.56310975609756,14.810975609756099,22.367987804878048,1.4512195121951221,2.861890243902437,2.3902439024390247,4.014329268292681,0.34050168858869534,0.4827173095944609,0.5416666666666666,0.8,55.0,68.0
anderky01,38.665439024390245,17.508878048780492,9.853951219512195,8.554853658536587,2.6305487804878047,1.898707317073171,2.655048780487805,0.9400487804878048,6.837804878048781,13.875792682926829,2.950756097560976,4.48580487804878,0.4930127086654623,0.6574671347854107,58.972,32.56707317073171,44.69329268292683,14.125914634146342,21.25609756097561,7.766158536585366,12.040853658536582,6.869817073170732,10.670731707317074,1.9612804878048784,3.3719512195121952,1.4085365853658538,2.432926829268293,2.0039634146341467,3.329268292682927,0.6381097560975612,1.2804878048780488,5.079268292682928,8.49390243902439,11.310975609756099,16.475609756097562,2.0914634146341466,3.8841463414634148,3.457317073170732,5.591463414634147,0.41486965689093347,0.5738384438970525,0.5391456582633053,0.7647588765235823,52.0,66.0
antetgi01,97.87971951219512,69.55626829268293,25.84237804878049,14.463024390243904,2.570024390243903,2.460329268292683,7.866121951219512,1.2157804878048784,26.317182926829272,43.36756097560976,15.969646341463415,25.00510975609756,0.6069115447362605,0.6385282187075083,57.32,85.09695121951219,110.80701219512196,58.97926829268293,80.03262195121951,22.062804878048784,30.010365853658534,11.989634146341464,16.91097560975609,2.00609756097561,3.2012195121951224,1.878048780487805,2.9878048780487805,6.485670731707318,9.347560975609756,0.8963414634146342,1.579268292682927,22.235670731707316,30.56310975609756,36.53658536585366,49.64451219512195,12.973475609756099,19.12408536585366,21.076829268292684,29.06707317073171,0.5637037726482999,0.6491741052682096,0.5839643966117337,0.6921886745176647,50.0,64.0
antetth01,6.89679268292683,3.328670731707317,1.9226097560975612,1.359707317073171,0.7246707317073171,0.42145121951219516,0.8921585365853659,0.0,1.2366951219512197,2.557390243902439,0.9171707317073171,1.7563170731707318,0.4848089061049413,0.520627152138309,39.248,4.9939024390243905,8.878048780487806,2.1746951219512196,4.609756097560976,1.2378048780487805,2.6463414634146343,0.853658536585366,1.9634146341463417,0.426829268292683,1.024390243902439,0.2134146341463415,0.6402439024390244,0.5548780487804879,1.3231707317073171,0.0,0.0,0.6829268292682927,1.8801829268292665,1.6646341463414636,3.587499999999998,0.426829268292683,1.4512195121951221,1.0670731707317074,2.520426829268291,0.30988782717075203,0.6669696969696967,0.31812638580931263,0.7274170274170273,32.0,47.0
anthoco01,42.014426829268295,23.154719512195122,7.910000000000001,8.283048780487807,1.7953292682926831,1.2782682926829267,4.444487804878048,2.606048780487805,8.558695121951219,19.73257317073171,3.3540243902439024,4.66319512195122,0.4338384040822445,0.7191671161382606,57.916,35.29237804878049,48.65853658536586,18.18079268292683,28.81310975609756,6.229573170731708,9.646341463414634,6.5304878048780495,10.24390243902439,1.3231707317073171,2.304878048780488,0.8963414634146342,1.7500000000000002,3.457317073170732,5.548780487804878,1.9634146341463417,3.3719512195121952,6.402439024390245,11.05487804878049,15.703048780487807,23.947256097560974,2.2621951219512195,4.396341463414634,3.457317073170732,5.849695121951218,0.3642992449156779,0.503714596949891,0.6016814159292035,0.8279732811990876,52.0,65.0
